cve_id,published,id_year,keyword_tier,bm25_score,cvss3_score,cvss3_version,cvss3_source,cvss4_score,cwes,in_keyword,in_bm25,in_intersection,owasp,text_snippet
CVE-2024-6587,2024-09-13,2024,adversarial,26.0527,7.5,3.1,Primary,,CWE-918,True,True,True,LLM05_Improper_Output_Handling,A Server-Side Request Forgery (SSRF) vulnerability exists in berriai/litellm version 1.38.10. This vulnerability allows users to specify the `api_base` parameter when making requests to `POST /chat/co
CVE-2024-6673,2024-10-29,2024,adversarial,10.6465,6.5,3.1,Primary,,CWE-352,True,True,True,,"A Cross-Site Request Forgery (CSRF) vulnerability exists in the `install_comfyui` endpoint of the `lollms_comfyui.py` file in the parisneo/lollms-webui repository, versions v9.9 to the latest. The end"
CVE-2024-6706,2024-08-07,2024,adversarial,10.157,6.1,3.1,Primary,,CWE-79,True,True,True,LLM05_Improper_Output_Handling,Attackers can craft a malicious prompt that coerces the language model into executing arbitrary JavaScript in the context of the web page. cpe:2.3:a:openwebui:open_webui:0.1.105:*:*:*:*:*:*:* cpe:2.3:
CVE-2024-6707,2024-08-07,2024,adversarial,10.2158,8.8,3.1,Primary,,CWE-22|CWE-434,True,True,True,,Attacker controlled files can be uploaded to arbitrary locations on the web server's filesystem by abusing a path traversal vulnerability. cpe:2.3:a:openwebui:open_webui:0.1.105:*:*:*:*:*:*:* cpe:2.3:
CVE-2024-6722,2024-09-04,2024,adversarial,15.7917,4.8,3.1,Primary,,CWE-79,True,True,True,LLM05_Improper_Output_Handling,"The Chatbot Support AI: Free ChatGPT Chatbot, Woocommerce Chatbot WordPress plugin through 1.0.2 does not sanitise and escape some of its settings, which could allow high privilege users such as admin"
CVE-2024-6825,2025-03-20,2024,adversarial,16.3864,8.8,3.0,Secondary,,CWE-94,True,True,True,LLM03_Supply_Chain,"BerriAI/litellm version 1.40.12 contains a vulnerability that allows remote code execution. The issue exists in the handling of the 'post_call_rules' configuration, where a callback function can be ad"
CVE-2024-6838,2025-03-20,2024,adversarial,15.0387,5.3,3.1,Primary,,CWE-400,True,True,True,LLM10_Unbounded_Consumption,"In mlflow/mlflow version v2.13.2, a vulnerability exists that allows the creation or renaming of an experiment with a large number of integers in its name due to the lack of a limit on the experiment "
CVE-2024-6841,2025-03-20,2024,adversarial,5.21616,6.5,3.0,Secondary,,CWE-352,True,False,False,,A Cross-Site Request Forgery (CSRF) vulnerability exists in the latest commit (56b782bcefd2e59b19cd7ba7878b95f54884f502) of the vanna-ai/vanna repository. Two endpoints in the built-in web app that pr
CVE-2024-6842,2025-03-20,2024,adversarial,17.5498,7.5,3.0,Secondary,,CWE-306,True,True,True,LLM02_Sensitive_Info_Disclosure,"In version 1.5.5 of mintplex-labs/anything-llm, the `/setup-complete` API endpoint allows unauthorized users to access sensitive system settings. The data returned by the `currentSettings` function in"
CVE-2024-6843,2024-08-19,2024,adversarial,10.9556,6.1,3.1,Secondary,,CWE-79,True,True,True,LLM05_Improper_Output_Handling,"The Chatbot with ChatGPT WordPress plugin before 2.4.5 does not sanitise and escape user inputs, which could allow unauthenticated users to perform Stored Cross-Site Scripting attacks against admins c"
CVE-2024-6845,2024-09-25,2024,adversarial,20.468,5.3,3.1,Primary,,CWE-862,True,True,True,,"The Chatbot with ChatGPT WordPress plugin before 2.4.6 does not have proper authorization in one of its REST endpoint, allowing unauthenticated users to retrieve the encoded key and then decode it, th"
CVE-2024-6846,2024-09-05,2024,adversarial,11.0841,5.3,3.1,Secondary,,,True,True,True,,"The Chatbot with ChatGPT WordPress plugin before 2.4.5 does not validate access on some REST routes, allowing for an unauthenticated user to purge error and chat logs cpe:2.3:a:webdigit:chatbot_with_c"
CVE-2024-6847,2024-08-20,2024,adversarial,10.4127,9.8,3.1,Secondary,,CWE-89,True,True,True,,"The Chatbot with ChatGPT WordPress plugin before 2.4.5 does not properly sanitise and escape a parameter before using it in a SQL statement, leading to a SQL injection exploitable by unauthenticated u"
CVE-2024-6862,2024-09-13,2024,adversarial,5.23959,8.1,3.1,Primary,,CWE-352,True,False,False,,A Cross-Site Request Forgery (CSRF) vulnerability exists in lunary-ai/lunary version 1.2.34 due to overly permissive CORS settings. This vulnerability allows an attacker to sign up for and create proj
CVE-2024-6867,2024-09-13,2024,adversarial,4.90881,6.5,3.1,Primary,,CWE-1220,True,False,False,,"An information disclosure vulnerability exists in the lunary-ai/lunary, specifically in the `runs/{run_id}/related` endpoint. This endpoint does not verify that the user has the necessary access right"
CVE-2024-6961,2024-07-21,2024,adversarial,31.8066,5.9,3.1,Secondary,,CWE-611,True,True,True,,"RAIL documents are an XML-based format invented by Guardrails AI to enforce formatting checks on LLM outputs. Guardrails users that consume RAIL documents from external sources are vulnerable to XXE, "
CVE-2024-7035,2025-03-20,2024,adversarial,21.6566,6.9,3.0,Secondary,,CWE-352,True,True,True,,"In version v0.3.8 of open-webui/open-webui, sensitive actions such as deleting and resetting are performed using the GET method. This vulnerability allows an attacker to perform Cross-Site Request For"
CVE-2024-7041,2024-10-09,2024,adversarial,9.0609,6.5,3.0,Secondary,,CWE-639,True,False,False,,"An Insecure Direct Object Reference (IDOR) vulnerability exists in open-webui/open-webui version v0.3.8. The vulnerability occurs in the API endpoint `http://0.0.0.0:3000/api/v1/memories/{id}/update`,"
CVE-2024-7042,2024-10-29,2024,adversarial,27.302,9.8,3.1,Primary,,CWE-89,True,True,True,LLM01_Prompt_Injection|LLM02_Sensitive_Info_Disclosure|LLM10_Unbounded_Consumption,"A vulnerability in the GraphCypherQAChain class of langchain-ai/langchainjs versions 0.2.5 and all versions with this class allows for prompt injection, leading to SQL injection. This vulnerability pe"
CVE-2024-7043,2025-03-20,2024,adversarial,7.61333,8.8,3.1,Primary,,CWE-862,True,False,False,,"An improper access control vulnerability in open-webui/open-webui v0.3.8 allows attackers to view and delete any files. The application does not verify whether the attacker is an administrator, allowi"
CVE-2024-7044,2025-03-20,2024,adversarial,8.45278,8.9,3.1,Primary,,CWE-79,True,False,False,,"A Stored Cross-Site Scripting (XSS) vulnerability exists in the chat file upload functionality of open-webui/open-webui version 0.3.8. An attacker can inject malicious content into a file, which, when"
CVE-2024-7048,2024-10-10,2024,adversarial,20.845,5.4,3.1,Primary,,CWE-863,True,True,True,LLM08_Vector_Embedding_Weakness,"In version v0.3.8 of open-webui, an improper privilege management vulnerability exists in the API endpoints GET /api/v1/documents/ and POST /rag/api/v1/doc. This vulnerability allows a lower-privilege"
CVE-2024-7110,2024-08-22,2024,adversarial,8.12804,6.4,3.1,Primary,,CWE-77,True,False,False,,"An issue was discovered in GitLab EE affecting all versions starting 17.0 to 17.1.6, 17.2 prior to 17.2.4, and 17.3 prior to 17.3.1 allows an attacker to execute arbitrary command in a victim's pipeli"
CVE-2024-7456,2024-11-01,2024,adversarial,5.51197,9.8,3.1,Primary,,CWE-89,True,False,False,,"A SQL injection vulnerability exists in the `/api/v1/external-users` route of lunary-ai/lunary version v1.4.2. The `order by` clause of the SQL query uses `sql.unsafe` without prior sanitization, allo"
CVE-2024-7472,2024-10-29,2024,adversarial,5.26323,6.5,3.1,Primary,,CWE-74|CWE-93,True,False,False,,lunary-ai/lunary v1.2.26 contains an email injection vulnerability in the Send email verification API (/v1/users/send-verification) and Sign up API (/auth/signup). An unauthenticated attacker can inje
CVE-2024-7473,2024-10-29,2024,adversarial,6.05573,6.5,3.1,Primary,,CWE-639,True,False,False,,An IDOR vulnerability exists in the 'Evaluations' function of the 'umgws datasets' section in lunary-ai/lunary versions 1.3.2. This vulnerability allows an authenticated user to update other users' pr
CVE-2024-7474,2024-10-29,2024,adversarial,6.05573,8.1,3.1,Primary,,CWE-639,True,False,False,,"In version 1.3.2 of lunary-ai/lunary, an Insecure Direct Object Reference (IDOR) vulnerability exists. A user can view or delete external users by manipulating the 'id' parameter in the request URL. T"
CVE-2024-7475,2024-10-29,2024,adversarial,5.84336,9.1,3.1,Primary,,CWE-862,True,False,False,,An improper access control vulnerability in lunary-ai/lunary version 1.3.2 allows an attacker to update the SAML configuration without authorization. This vulnerability can lead to manipulation of aut
CVE-2024-7476,2025-03-20,2024,adversarial,6.02445,4.3,3.0,Secondary,,CWE-639,True,False,False,,A broken access control vulnerability exists in lunary-ai/lunary versions 1.2.7 through 1.4.2. The vulnerability allows an authenticated attacker to modify any user's templates by sending a crafted HT
CVE-2024-7713,2024-09-27,2024,adversarial,19.6753,7.5,3.1,Primary,,CWE-319,True,True,True,,"The AI ChatBot with ChatGPT and Content Generator by AYS WordPress plugin before 2.1.0 discloses the Open AI API Key, allowing unauthenticated users to obtain it cpe:2.3:a:ays-pro:chatgpt_assistant:*:"
CVE-2024-7714,2024-09-27,2024,adversarial,30.8572,7.5,3.1,Primary,,,True,True,True,,The AI ChatBot with ChatGPT and Content Generator by AYS WordPress plugin before 2.1.0 lacks sufficient access controls allowing an unauthenticated user to disconnect the AI ChatBot with ChatGPT and C
CVE-2024-7764,2025-03-20,2024,adversarial,14.857,8.1,3.0,Secondary,,CWE-89,True,True,True,,Vanna-ai v0.6.2 is vulnerable to SQL Injection due to insufficient protection against injecting additional SQL commands from user requests. The vulnerability occurs when the `generate_sql` function ca
CVE-2024-7771,2025-03-20,2024,adversarial,16.1724,6.5,3.0,Secondary,,CWE-400,True,True,True,LLM10_Unbounded_Consumption,"A vulnerability in the Dockerized version of mintplex-labs/anything-llm (latest, digest 1d9452da2b92) allows for a denial of service. Uploading an audio file with a very low sample rate causes the fun"
CVE-2024-7774,2024-10-29,2024,adversarial,20.522,9.1,3.1,Primary,,CWE-22|CWE-29,True,True,True,,"A path traversal vulnerability exists in the `getFullPath` method of langchain-ai/langchainjs version 0.2.5. This vulnerability allows attackers to save files anywhere in the filesystem, overwrite exi"
CVE-2024-7776,2025-03-20,2024,,18.0656,9.1,3.1,Primary,,CWE-22,False,True,False,,"A vulnerability in the `download_model` function of the onnx/onnx framework, before and including version 1.16.1, allows for arbitrary file overwrite due to inadequate prevention of path traversal att"
CVE-2024-7783,2024-10-29,2024,adversarial,16.0244,7.5,3.1,Primary,,CWE-312,True,True,True,LLM02_Sensitive_Info_Disclosure,"mintplex-labs/anything-llm version latest contains a vulnerability where sensitive information, specifically a password, is improperly stored within a JWT (JSON Web Token) used as a bearer token in si"
CVE-2024-7983,2025-03-20,2024,adversarial,9.01457,7.5,3.0,Secondary,,CWE-770,True,False,False,,"In version 0.3.8 of open-webui, an endpoint for converting markdown to HTML is exposed without authentication. A maliciously crafted markdown payload can cause the server to spend excessive time conve"
CVE-2024-8017,2025-03-20,2024,adversarial,8.96872,9,3.0,Secondary,,CWE-79,True,False,False,,"An XSS vulnerability exists in open-webui/open-webui versions <= 0.3.8, specifically in the function that constructs the HTML for tooltips. This vulnerability allows attackers to perform operations wi"
CVE-2024-8019,2025-03-20,2024,supply_chain,14.8465,9.1,3.1,Primary,,CWE-434,True,True,True,LLM03_Supply_Chain,"In lightning-ai/pytorch-lightning version 2.3.2, a vulnerability exists in the `LightningApp` when running on a Windows host. The vulnerability occurs at the `/api/v1/upload_file/` endpoint, allowing "
CVE-2024-8020,2025-03-20,2024,supply_chain,15.7527,7.5,3.0,Secondary,,CWE-248,True,True,True,LLM10_Unbounded_Consumption,A vulnerability in lightning-ai/pytorch-lightning version 2.3.2 allows an attacker to cause a denial of service by sending an unexpected POST request to the `/api/v1/state` endpoint of `LightningApp`.
CVE-2024-8021,2025-03-20,2024,adversarial,15.1947,6.1,3.1,Primary,,CWE-601,True,True,True,LLM05_Improper_Output_Handling,An open redirect vulnerability exists in the latest version of gradio-app/gradio. The vulnerability allows an attacker to redirect users to a malicious website by URL encoding. This can be exploited b
CVE-2024-8053,2025-03-20,2024,adversarial,8.02937,8.2,3.1,Primary,,CWE-306,True,False,False,,"In version v0.3.10 of open-webui/open-webui, the `api/v1/utils/pdf` endpoint lacks authentication mechanisms, allowing unauthenticated attackers to access the PDF generation service. This vulnerabilit"
CVE-2024-8055,2025-03-20,2024,adversarial,0,7.5,3.0,Secondary,,CWE-89,True,False,False,,Vanna v0.6.3 is vulnerable to SQL injection via Snowflake database in its file staging operations using the `PUT` and `COPY` commands. This vulnerability allows unauthenticated remote users to read ar
CVE-2024-8063,2025-03-20,2024,adversarial,17.1903,7.5,3.1,Primary,,CWE-369,True,True,True,LLM10_Unbounded_Consumption,A divide by zero vulnerability exists in ollama/ollama version v0.3.3. The vulnerability occurs when importing GGUF models with a crafted type for `block_count` in the Modelfile. This can lead to a de
CVE-2024-8099,2025-03-20,2024,adversarial,5.70056,8.3,3.0,Secondary,,CWE-918,True,False,False,,A Server-Side Request Forgery (SSRF) vulnerability exists in the latest version of vanna-ai/vanna when using DuckDB as the database. An attacker can exploit this vulnerability by submitting crafted SQ
CVE-2024-8156,2025-03-20,2024,adversarial,9.72056,9.8,3.1,Primary,,CWE-77,True,True,True,,"A command injection vulnerability exists in the workflow-checker.yml workflow of significant-gravitas/autogpt. The untrusted user input `github.head.ref` is used insecurely, allowing an attacker to in"
CVE-2024-8181,2024-08-27,2024,adversarial,13.0487,8.1,3.1,Primary,,CWE-287,True,True,True,,"An Authentication Bypass vulnerability exists in Flowise version 1.8.2. This could allow a remote, unauthenticated attacker to access API endpoints as an administrator and allow them to access restric"
CVE-2024-8182,2024-08-27,2024,adversarial,12.5442,7.5,3.1,Primary,,CWE-400,True,True,True,LLM10_Unbounded_Consumption,An Unauthenticated Denial of Service (DoS) vulnerability exists in Flowise version 1.8.2 leading to a complete crash of the instance running a vulnerable version due to improper handling of user suppl
CVE-2024-8196,2025-03-20,2024,adversarial,7.84272,9.8,3.0,Secondary,,CWE-306,True,False,False,,"In mintplex-labs/anything-llm v1.5.11 desktop version for Windows, the application opens server port 3001 on 0.0.0.0 with no authentication by default. This vulnerability allows an attacker to gain fu"
CVE-2024-8248,2025-03-20,2024,adversarial,18.5734,7.2,3.0,Secondary,,CWE-29,True,True,True,,"A vulnerability in the normalizePath function in mintplex-labs/anything-llm version git 296f041 allows for path traversal, leading to arbitrary file read and write in the storage directory. This can r"
CVE-2024-8249,2025-03-20,2024,adversarial,17.7274,7.5,3.0,Secondary,,CWE-248,True,True,True,LLM10_Unbounded_Consumption,mintplex-labs/anything-llm version git 6dc3642 contains an unauthenticated Denial of Service (DoS) vulnerability in the API for the embeddable chat functionality. An attacker can exploit this vulnerab
CVE-2024-8251,2025-03-20,2024,adversarial,15.7364,5.3,3.0,Secondary,,CWE-89,True,True,True,,"A vulnerability in mintplex-labs/anything-llm prior to version 1.2.2 allows for Prisma injection. The issue exists in the API endpoint ""/embed/:embedId/stream-chat"" where user-provided JSON is directl"
CVE-2024-8309,2024-10-29,2024,adversarial,28.6037,9.8,3.1,Primary,,CWE-74|CWE-89,True,True,True,LLM01_Prompt_Injection|LLM02_Sensitive_Info_Disclosure|LLM10_Unbounded_Consumption,A vulnerability in the GraphCypherQAChain class of langchain-ai/langchain version 0.2.5 allows for SQL injection through prompt injection. This vulnerability can lead to unauthorized data manipulation
CVE-2024-8763,2025-03-20,2024,adversarial,5.33547,7.5,3.0,Secondary,,CWE-1333,True,False,False,,"A Regular Expression Denial of Service (ReDoS) vulnerability exists in the lunary-ai/lunary repository, specifically in the compileTextTemplate function. The affected version is git be54057. An attack"
CVE-2024-8764,2025-03-20,2024,adversarial,6.15155,7.5,3.0,Secondary,,CWE-1333,True,False,False,,"A vulnerability in lunary-ai/lunary, as of commit be54057, allows users to upload and execute arbitrary regular expressions on the server side. This can lead to a Denial of Service (DoS) condition, as"
CVE-2024-8765,2025-03-20,2024,adversarial,5.75683,7.3,3.0,Secondary,,CWE-41,True,False,False,,"In lunary-ai/lunary, the privilege check mechanism is flawed in version git afc5df4. The system incorrectly identifies certain endpoints as public if the path contains '/auth/' anywhere within it. Thi"
CVE-2024-8768,2024-09-17,2024,adversarial,14.5183,7.5,3.1,Secondary,,CWE-617,True,True,True,LLM10_Unbounded_Consumption,"A flaw was found in the vLLM library. A completions API request with an empty prompt will crash the vLLM API server, resulting in a denial of service. "
CVE-2024-8789,2025-03-20,2024,adversarial,5.33547,7.5,3.0,Secondary,,CWE-1333,True,False,False,,"Lunary-ai/lunary version git 105a3f6 is vulnerable to a Regular Expression Denial of Service (ReDoS) attack. The application allows users to upload their own regular expressions, which are then execut"
CVE-2024-8859,2025-03-20,2024,adversarial,13.6103,7.5,3.0,Secondary,,CWE-29,True,True,True,,"A path traversal vulnerability exists in mlflow/mlflow version 2.15.1. When users configure and use the dbfs service, concatenating the URL directly into the file protocol results in an arbitrary file"
CVE-2024-8901,2024-10-22,2024,adversarial,8.34874,7.5,3.1,Secondary,6.9,CWE-290,True,False,False,,The AWS ALB Route Directive Adapter For Istio repo https://github.com/awslabs/aws-alb-route-directive-adapter-for-istio/tree/master provides an OIDC authentication mechanism that was integrated into
CVE-2024-8939,2024-09-17,2024,adversarial,14.7922,6.2,3.1,Secondary,,CWE-400,True,True,True,LLM10_Unbounded_Consumption,"A vulnerability was found in the ilab model serve component, where improper handling of the best_of parameter in the vllm JSON web API can lead to a Denial of Service (DoS). The API used for LLM-based"
CVE-2024-8966,2025-03-20,2024,adversarial,16.8597,7.5,3.1,Primary,,CWE-770,True,True,True,LLM10_Unbounded_Consumption,A vulnerability in the file upload process of gradio-app/gradio version @gradio/video@0.10.2 allows for a Denial of Service (DoS) attack. An attacker can append a large number of characters to the end
CVE-2024-8984,2025-03-20,2024,adversarial,18.4625,7.5,3.0,Secondary,,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"A Denial of Service (DoS) vulnerability exists in berriai/litellm version v1.44.5. This vulnerability can be exploited by appending characters, such as dashes (-), to the end of a multipart boundary i"
CVE-2024-8998,2025-03-20,2024,adversarial,5.38473,7.5,3.1,Primary,,CWE-1333,True,False,False,,A Regular Expression Denial of Service (ReDoS) vulnerability exists in lunary-ai/lunary version git f07a845. The server uses the regex /{.*?}/ to match user-controlled strings. In the default JavaScri
CVE-2024-8999,2025-03-20,2024,adversarial,5.9935,7.5,3.1,Primary,,CWE-862,True,False,False,,lunary-ai/lunary version v1.4.25 contains an improper access control vulnerability in the POST /api/v1/data-warehouse/bigquery endpoint. This vulnerability allows any user to export the entire databas
CVE-2024-9000,2025-03-20,2024,adversarial,4.90881,6.5,3.1,Primary,,CWE-862,True,False,False,,"In lunary-ai/lunary before version 1.4.26, the checklists.post() endpoint allows users to create or modify checklists without validating whether the user has proper permissions. This missing access co"
CVE-2024-9053,2025-03-20,2024,adversarial,15.5867,9.8,3.1,Primary,,CWE-502|CWE-78,True,True,True,LLM03_Supply_Chain,"vllm-project vllm version 0.6.0 contains a vulnerability in the AsyncEngineRPCServer() RPC server entrypoints. The core functionality run_server_loop() calls the function _make_handler_coro(), which d"
CVE-2024-9056,2025-03-20,2024,adversarial,11.2078,7.5,3.0,Secondary,,CWE-770,True,True,True,LLM10_Unbounded_Consumption,"BentoML version v1.3.4post1 is vulnerable to a Denial of Service (DoS) attack. The vulnerability can be exploited by appending characters, such as dashes (-), to the end of a multipart boundary in an "
CVE-2024-9070,2025-03-20,2024,adversarial,18.0253,9.8,3.0,Secondary,,CWE-502,True,True,True,LLM03_Supply_Chain,"A deserialization vulnerability exists in BentoML's runner server in bentoml/bentoml versions <=1.3.4.post1. By setting specific parameters, an attacker can execute unauthorized arbitrary code on the "
CVE-2024-9095,2025-03-20,2024,adversarial,4.99286,9.8,3.1,Primary,,CWE-862,True,False,False,,"In lunary-ai/lunary version v1.4.28, the /bigquery API route lacks proper access control, allowing any logged-in user to create a Datastream to Google BigQuery and export the entire database. This inc"
CVE-2024-9096,2025-03-20,2024,adversarial,4.99286,7.1,3.1,Primary,,CWE-862,True,False,False,,"In lunary-ai/lunary version 1.4.28, the /checklists/:id route allows low-privilege users to modify checklists by sending a PATCH request. The route lacks proper access control, such as middleware to e"
CVE-2024-9098,2025-03-20,2024,adversarial,5.61818,6.1,3.1,Primary,,CWE-863,True,False,False,,"In lunary-ai/lunary before version 1.4.30, a privilege escalation vulnerability exists where admins can invite new members with billing permissions, thereby gaining unauthorized access to billing reso"
CVE-2024-9099,2025-03-20,2024,adversarial,5.23959,8.1,3.1,Primary,,CWE-1230,True,False,False,,"In lunary-ai/lunary version v1.4.29, the GET /projects API endpoint exposes both public and private API keys for all projects to users with minimal permissions, such as Viewers or Prompt Editors. This"
CVE-2024-9148,2024-09-25,2024,adversarial,14.5708,6.1,3.1,Primary,,CWE-79,True,True,True,LLM05_Improper_Output_Handling,Flowise < 2.1.1 suffers from a Stored Cross-Site vulnerability due to a lack of input sanitization in Flowise Chat Embed < 2.0.0. cpe:2.3:a:flowiseai:embed:*:*:*:*:*:*:*:* cpe:2.3:a:flowiseai:flowise:
CVE-2024-9526,2024-11-18,2024,adversarial,18.5969,5.4,3.1,Primary,7.1,CWE-79,True,True,True,LLM05_Improper_Output_Handling,"There exists a stored XSS Vulnerability in Kubeflow Pipeline View web UI. The Kubeflow Web UI allows to create new pipelines. When creating a new pipeline, it is possible to add a description. The des"
CVE-2024-9606,2025-03-20,2024,adversarial,16.653,7.5,3.1,Primary,,CWE-116|CWE-117,True,True,True,,"In berriai/litellm before version 1.44.12, the `litellm/litellm_core_utils/litellm_logging.py` file contains a vulnerability where the API key masking code only masks the first 5 characters of the key"
CVE-2025-0184,2025-03-20,2025,adversarial,13.3775,6.5,3.0,Secondary,,CWE-918,True,True,True,LLM05_Improper_Output_Handling,A Server-Side Request Forgery (SSRF) vulnerability was identified in langgenius/dify version 0.10.2. The vulnerability occurs in the 'Create Knowledge' section when uploading DOCX files. If an externa
CVE-2025-0185,2025-03-20,2025,adversarial,16.7462,8.8,3.1,Primary,,CWE-94,True,True,True,LLM03_Supply_Chain,A vulnerability in the Dify Tools' Vanna module of the langgenius/dify repository allows for a Pandas Query Injection in the latest version. The vulnerability occurs in the function `vn.get_training_p
CVE-2025-0187,2025-03-20,2025,adversarial,14.7026,7.5,3.0,Secondary,,CWE-400,True,True,True,LLM10_Unbounded_Consumption,A Denial of Service (DoS) vulnerability was discovered in the file upload feature of gradio-app/gradio version 0.39.1. The vulnerability is due to improper handling of form-data with a large filename 
CVE-2025-0281,2025-03-20,2025,adversarial,4.97158,5.4,3.1,Primary,,CWE-79,True,False,False,,"A stored cross-site scripting (XSS) vulnerability exists in lunary-ai/lunary versions 1.6.7 and earlier. An attacker can inject malicious JavaScript into the SAML IdP XML metadata, which is used to ge"
CVE-2025-0312,2025-03-20,2025,adversarial,17.8565,7.5,3.1,Primary,,CWE-476,True,True,True,LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"A vulnerability in ollama/ollama versions <=0.3.14 allows a malicious user to create a customized GGUF model file that, when uploaded and created on the Ollama server, can cause a crash due to an unch"
CVE-2025-0315,2025-03-20,2025,adversarial,18.104,7.5,3.1,Primary,,CWE-770,True,True,True,LLM03_Supply_Chain|LLM10_Unbounded_Consumption,"A vulnerability in ollama/ollama <=0.3.14 allows a malicious user to create a customized GGUF model file, upload it to the Ollama server, and create it. This can cause the server to allocate unlimited"
CVE-2025-0317,2025-03-20,2025,adversarial,17.8565,7.5,3.1,Primary,,CWE-369,True,True,True,LLM03_Supply_Chain|LLM10_Unbounded_Consumption,A vulnerability in ollama/ollama versions <=0.3.14 allows a malicious user to upload and create a customized GGUF model file on the Ollama server. This can lead to a division by zero error in the gguf
CVE-2025-0325,2025-06-02,2025,,10.1806,4.3,3.1,Secondary,,CWE-1287|CWE-628,False,True,False,,"A Guard Tour VAPIX API parameter allowed the use of arbitrary values and can be incorrectly called, allowing an attacker to block access to the guard tour configuration page in the web interface of th"
CVE-2025-0330,2025-03-20,2025,adversarial,15.9683,7.5,3.0,Secondary,,CWE-1230,True,True,True,LLM02_Sensitive_Info_Disclosure,"In berriai/litellm version v1.52.1, an issue in proxy_server.py causes the leakage of Langfuse API keys when an error occurs while parsing team settings. This vulnerability exposes sensitive informati"
CVE-2025-0452,2025-03-20,2025,,18.5786,8.2,3.0,Secondary,,CWE-73,False,True,False,,"eosphoros-ai/DB-GPT version latest is vulnerable to arbitrary file deletion on Windows systems via the '/v1/agent/hub/update' endpoint. The application fails to properly filter the '\' character, whic"
CVE-2025-0453,2025-03-20,2025,adversarial,15.2797,7.5,3.1,Primary,,CWE-410,True,True,True,LLM10_Unbounded_Consumption,"In mlflow/mlflow version 2.17.2, the `/graphql` endpoint is vulnerable to a denial of service attack. An attacker can create large batches of queries that repeatedly request all runs from a given expe"
CVE-2025-0454,2025-03-20,2025,adversarial,9.85773,7.5,3.1,Primary,,CWE-918,True,True,True,LLM05_Improper_Output_Handling,A Server-Side Request Forgery (SSRF) vulnerability was identified in the Requests utility of significant-gravitas/autogpt versions prior to v0.4.0. The vulnerability arises due to a hostname confusion
CVE-2025-0628,2025-03-20,2025,adversarial,9.93226,8.1,3.0,Secondary,,CWE-266,True,True,True,,"An improper authorization vulnerability exists in the main-latest version of BerriAI/litellm. When a user with the role 'internal_user_viewer' logs into the application, they are provided with an over"
CVE-2025-0649,2025-05-06,2025,,10.3458,7.5,3.1,Primary,8.9,CWE-121|CWE-787,False,True,False,,Incorrect JSON input stringification in Google's Tensorflow serving versions up to 2.18.0 allows for potentially unbounded recursion leading to server crash. cpe:2.3:a:google:tensorflow_serving:*:*:*:
CVE-2025-0825,2025-02-04,2025,,9.34439,5.3,3.1,Primary,6.9,CWE-113,False,True,False,,"cpp-httplib version v0.17.3 through v0.18.3 fails to filter CRLF characters (""\r\n"") when those are prefixed with a null byte. This enables attackers to exploit CRLF injection that could further lead "
CVE-2025-10015,2025-09-16,2025,,10.3399,,,,4.8,CWE-863,False,True,False,,"The Sparkle framework includes an XPC service Downloader.xpc, by default this service is private to the application its bundled with. A local unprivileged attacker can register this XPC service global"
CVE-2025-10155,2025-09-17,2025,,9.62439,7.8,3.1,Primary,9.3,CWE-20,False,True,False,,An Improper Input Validation vulnerability in the scanning logic of mmaitre314 picklescan versions up to and including 0.0.30 allows a remote attacker to bypass pickle files security checks by supplyi
CVE-2025-10279,2026-02-02,2025,adversarial,12.7362,7,3.0,Secondary,,CWE-379,True,True,True,,"In mlflow version 2.20.3, the temporary directory used for creating Python virtual environments is assigned insecure world-writable permissions (0o777). This vulnerability allows an attacker with writ"
CVE-2025-1040,2025-03-20,2025,adversarial,9.67568,8.8,3.1,Primary,,CWE-1336,True,True,True,,AutoGPT versions 0.3.4 and earlier are vulnerable to a Server-Side Template Injection (SSTI) that could lead to Remote Code Execution (RCE). The vulnerability arises from the improper handling of user
CVE-2025-10772,2025-09-22,2025,adversarial,0,6.3,3.1,Secondary,5.3,CWE-287|CWE-306,True,False,False,,A vulnerability was identified in huggingface LeRobot up to 0.3.3. Affected by this vulnerability is an unknown functionality of the file lerobot/common/robot_devices/robots/lekiwi_remote.py of the co
CVE-2025-10875,2025-11-04,2025,adversarial,9.13752,6.5,3.1,Secondary,,CWE-94,True,False,False,,Improper Neutralization of Input Used for LLM Prompting vulnerability in Salesforce Mulesoft Anypoint Code Builder allows Code Injection.This issue affects Mulesoft Anypoint Code Builder: before 1.11.
CVE-2025-11200,2025-10-29,2025,adversarial,14.4344,9.8,3.1,Primary,,CWE-521,True,True,True,,MLflow Weak Password Requirements Authentication Bypass Vulnerability. This vulnerability allows remote attackers to bypass authentication on affected installations of MLflow. Authentication is not re
CVE-2025-11201,2025-10-29,2025,adversarial,13.5139,9.8,3.1,Primary,,CWE-22,True,True,True,LLM03_Supply_Chain,MLflow Tracking Server Model Creation Directory Traversal Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of MLflow 
